,Long,Short
2016-01-04,0.0005780696023442,-0.026619821978501778
2016-01-05,0.002545113521213849,-0.004719829523816143
2016-01-06,0.01040411599008494,0.04308984062451578
2016-01-07,-0.0067790745180123626,0.0020749778222927118
2016-01-08,-0.020426947399662766,0.026999158245411003
2016-01-11,-0.01688463957396885,0.017368618287180358
2016-01-12,-0.029377171950365922,0.020198775270735058
2016-01-13,-0.05102924149513951,0.024884244054712533
2016-01-14,0.05192194879098953,0.013800035170619484
2016-01-15,0.02509119927037782,-0.007755173504961454
2016-01-19,-0.02908298379688625,0.03647127174905738
2016-01-20,0.016714101641681522,0.006569402335010322
2016-01-21,0.041101917483138704,-0.004024634459209908
2016-01-22,-0.01694481377701388,0.00888144759188445
2016-01-25,-0.036732957955229316,0.012850274032984355
2016-01-26,0.010943581031786965,-0.006164116730585955
2016-01-27,-0.0200282535741661,0.0054174561623038684
2016-01-28,-0.013063332521054327,0.01784134294532045
2016-01-29,0.024791379843232465,-0.01733839241188919
2016-02-01,0.016696344846159793,-0.0012616255136169042
2016-02-02,-0.013491220636593037,0.031180946705841837
2016-02-03,-0.009355536179578228,-0.004680753488345657
2016-02-04,0.018063101307520868,-0.004408368335272894
2016-02-05,-0.02578829437591158,0.01624473238390377
2016-02-08,-0.009604240050704815,0.004861772809358922
2016-02-09,0.03184372550858492,-0.010335321397586495
2016-02-10,0.021712153030628956,-0.011463620205902015
2016-02-11,0.019758458021237647,0.0006535615986957511
2016-02-12,0.007244813333345934,-0.021506955128936522
2016-02-16,0.0036184682117296084,-0.0027230178004289396
2016-02-17,0.014195721835604535,-0.003943910142261586
2016-02-18,-0.0010315907565750294,0.017110464214390008
2016-02-19,0.012152745484274086,-0.00035629850186882364
2016-02-22,0.0037741826954578173,-0.006607598085856014
2016-02-23,-0.014493497843147306,0.006822631208207264
2016-02-24,0.01086096655093669,-0.017315499944876744
2016-02-25,0.01223700782723025,-0.00027294519773739533
2016-02-26,-0.0173720574444609,0.0071998861752293085
2016-02-29,-0.005953606161061354,-0.0013574413789898432
2016-03-01,0.0019737567912277766,-0.010710558933320314
2016-03-02,0.004108900774764923,-0.012071536446222265
2016-03-03,0.007769337057536197,-0.01374326877366353
2016-03-04,-0.002315974558159295,0.00014657976298210196
2016-03-07,0.01401745641441977,-0.019257052624900108
2016-03-08,-0.020797642974079312,0.02888146822233293
2016-03-09,0.0040735601264504815,0.0003649220549222454
2016-03-10,0.005451005587556091,0.004109495636734017
2016-03-11,0.005383429470799917,-0.0024740225699523056
2016-03-14,-2.4275520955385764e-05,-0.0011283538477914635
2016-03-15,0.007600075648272519,0.013362943214274281
2016-03-16,0.007626588496529196,-0.015384301309016668
2016-03-17,0.0026613669437444477,-0.011070192655853984
2016-03-18,0.004067765345367846,0.0010877866267765546
2016-03-21,0.006233564080554377,0.0020430681045393697
2016-03-22,0.007214959606054716,-0.009099820262678093
2016-03-23,-0.0004940389070823836,0.03151457137003986
2016-03-24,0.006771909264057063,-0.01214802991652696
2016-03-28,0.004530771701464165,0.003052356511143639
2016-03-29,0.014517292733369458,-0.010180567910233562
2016-03-30,-0.0004580703062812885,0.008280407337740403
2016-03-31,-0.0007208606097080294,-0.013588658997655134
2016-04-01,0.009299312305029417,-0.006881434881354853
2016-04-04,-0.004927343967144671,0.010243721847720244
2016-04-05,-0.004410871130551353,0.007315188834363473
2016-04-06,0.011004565649263887,-0.007614168792922382
2016-04-07,-0.006043400368774288,0.01877249375458362
2016-04-08,-0.0008983349622896042,0.007307212023578269
