,Long,Short
2007-01-03,-0.001927230008128411,0.00954229027075012
2007-01-04,-0.002661741552696717,-0.010555507645324614
2007-01-05,-0.001953359265096022,0.009046690707659755
2007-01-08,0.01158619100607775,0.00880517839413102
2007-01-09,-0.000684970543023089,0.006193862428736319
2007-01-10,0.007356648252717956,-0.006360970912658781
2007-01-11,0.011434551027478845,-0.009032823298070525
2007-01-12,0.006298349963588601,-0.01295491477834847
2007-01-16,0.002979241484633799,0.007805021818027747
2007-01-17,-0.005949889558689825,0.0030234298936812733
2007-01-18,0.010433128755939481,0.01792509967448207
2007-01-19,0.0011875172077292606,-0.008797704487286584
2007-01-22,-0.0011524322964212574,0.01916546285651758
2007-01-23,0.012901136667186031,-0.018974324919930497
2007-01-24,-0.0032249772691263835,-0.0035091235298089106
2007-01-25,0.00635614088028158,0.010044067277770819
2007-01-26,0.0015165925585700734,0.0001699945023257432
2007-01-29,0.0075150060723433885,0.0003125158672325101
2007-01-30,0.012404524834006225,-0.018807209645251833
2007-01-31,2.8491556760290583e-05,-0.0040900473371027314
2007-02-01,-0.0017700208395081574,-0.0001174135912691776
2007-02-02,0.0019410840122997097,0.004016649556203733
2007-02-05,0.0001296160802705004,-0.0035676680480060006
2007-02-06,-0.003090875646153435,-0.014041463233696039
2007-02-07,0.009819579125770094,-0.002982791077798219
2007-02-08,-0.004682927122437719,0.0012939823922998972
2007-02-09,-0.002587167443591043,0.011753804257154643
2007-02-12,-0.00292616447184213,0.0027763468007202087
2007-02-13,0.006799468801766584,-0.0004265239778641905
2007-02-14,0.01566884417218235,-0.005993373600936725
2007-02-15,-0.0028802229720177653,-0.0008628888060522866
2007-02-16,0.004380497762519131,-0.005294091210373553
2007-02-20,0.008348292403412838,-0.007023177203645303
2007-02-21,0.00486936029416708,0.0056523225470828
2007-02-22,-0.0047774608961855146,0.0035784962220252294
2007-02-23,0.00290350927572357,0.003940719866553433
2007-02-26,0.16330217719923543,0.008764275575096025
2007-02-27,-0.015398320294404643,0.037660875265191816
2007-02-28,0.010186365244432949,0.005057312059660668
2007-03-01,0.009218753382189327,0.011485132033309253
2007-03-02,-0.011616873919948433,0.0135777276660079
2007-03-05,0.0011977120270447062,0.014764369141945533
2007-03-06,0.015600778435576302,-0.0005731655404091262
2007-03-07,0.0026842624610887043,0.00669376080649472
2007-03-08,0.010907204179363361,0.008867705548298133
2007-03-09,0.005885681698483325,0.006070881271832429
2007-03-12,0.002231296613964173,-0.0013191762371910997
2007-03-13,-0.008112575297687441,0.0180310040322329
2007-03-14,0.00998758796563277,-0.003484364381221772
2007-03-15,0.011033799616811025,-0.010872797914159904
