,Long,Short
2001-01-02,-0.011972000556902873,0.051016346584117064
2001-01-03,0.059863287492115225,-0.09078162216557412
2001-01-04,-0.034510089108242416,0.007708831348794765
2001-01-05,0.003692795821188921,0.018254415753194198
2001-01-08,0.014374365874699258,-0.02452582161043071
2001-01-09,0.00204488501162422,0.011530175012164834
2001-01-10,0.006001272556439463,-0.03377024688626177
2001-01-11,-0.018946565751855937,-0.015851802062458398
2001-01-12,0.024188484410718757,0.013099080919537865
2001-01-16,0.003403927996656897,0.001464014796002755
2001-01-17,-0.009707171455580088,0.007044817892970701
2001-01-18,-0.0015088805331390342,-0.06754549820318492
2001-01-19,-0.016585913583691558,0.006613647306459913
2001-01-22,0.031838620273250164,0.00028404602271535627
2001-01-23,0.021001927324245207,-0.018194749896172015
2001-01-24,-0.003961608196865141,0.001586563970810384
2001-01-25,0.00772111598093681,0.004260924120475862
2001-01-26,0.002645301919387122,0.0072043369456882165
2001-01-29,0.024633118315564397,-0.006395607788065793
2001-01-30,0.005553825886273322,-0.009809227460415071
2001-01-31,0.012347540090245112,0.02369202634041282
2001-02-01,0.01813795097429858,0.006932025707793932
2001-02-02,-0.013042512429753373,0.033894431993316806
2001-02-05,0.01207560703223689,-0.0027196128808154585
2001-02-06,-0.0037325143973755415,0.0040132491057866095
2001-02-07,2.762459030075659e-05,0.028796505170112573
2001-02-08,-0.007662381569876231,0.02788511291493021
2001-02-09,-0.01572927966662111,0.0043580245157855526
2001-02-12,0.02114372151675088,-0.00996107207708553
2001-02-13,-0.006974666829141718,0.017251502044474353
2001-02-14,0.010836264906699778,-0.03237738656189978
2001-02-15,0.00233809304846565,-0.002116360113887794
2001-02-16,-9.787855118325029e-05,0.011116860774846592
2001-02-20,-0.03839923451505175,0.053045710636254836
2001-02-21,0.0008156291993246967,0.004725338883662911
2001-02-22,-0.007674693204843741,-0.007778058063934901
2001-02-23,0.01826395772119821,-0.013490459156905343
2001-02-26,0.026049905396025853,0.017074230602867568
2001-02-27,0.0004479580828630647,0.03877735012501672
2001-02-28,-0.018444543604396256,0.02767744622163639
2001-03-01,0.03836740869698839,-0.052025381541398005
2001-03-02,0.004958569351645991,-0.018012755492149868
2001-03-05,0.01825340968773187,0.0004533827680909819
2001-03-06,0.0036596335031015446,0.01195224596660469
2001-03-07,0.009009834074853118,0.012168719949438966
2001-03-08,0.020961460964338506,0.0051474661913433195
2001-03-09,-0.01416358490874654,0.031277942723144124
2001-03-12,-0.028492343906851948,0.0318920992949413
2001-03-13,0.02830073969192872,-0.024300861451768584
2001-03-14,-0.006996735878165105,-0.0010548544147816474
2001-03-15,-0.005960295900211942,0.04487234766170796
2001-03-16,-0.003654348500489979,0.010737605210270295
2001-03-19,0.023136464489437424,-0.02111738616016413
2001-03-20,-0.002068148741011566,0.05680009765928442
2001-03-21,-0.016856074439656678,0.024071777170026863
2001-03-22,-0.001206160936023748,-0.03053095846990277
2001-03-23,-0.000597232322509933,0.01706446910350228
2001-03-26,0.013757807994771642,0.028411936246503067
2001-03-27,0.01465564501256338,-0.013883595132002435
2001-03-28,-0.004427026554264168,0.025867112207119226
2001-03-29,-0.004970357531923697,0.004020650362648015
2001-03-30,-0.0008637107371563202,-0.008515089256814
2001-04-02,-0.03874668543180758,0.03022462083170895
2001-04-03,-0.029431067971288603,0.04135216165864447
2001-04-04,0.006803322962059333,0.004241266012652079
2001-04-05,0.026172978746285103,-0.03682615726195253
2001-04-06,-0.018324343984441292,0.021322559061417168
2001-04-09,0.010360238938948663,-0.004380878515432274
2001-04-10,0.03531786770953993,-0.05085666888974917
2001-04-11,-0.0298591893620469,0.029882960666909986
2001-04-12,0.06399635760729408,-0.06656086365009282
2001-04-16,-0.021547030895435214,0.014268470863881633
2001-04-17,0.014660285583807742,-0.016316370142994353
2001-04-18,0.027715126876623964,-0.062258058791820226
2001-04-19,0.010739383963346505,-0.028362071887348673
2001-04-20,0.013165007390254668,0.014102958594115155
2001-04-23,-0.02590549310308794,0.02676354308756611
2001-04-24,-0.016138032038810778,0.006733210011407165
2001-04-25,0.010966197828932212,-0.022293579113865203
2001-04-26,0.015774039823732454,0.003202590301475028
2001-04-27,0.01069534929982403,-0.008911831336030785
2001-04-30,-0.0106025216829445,-0.002749446362028196
2001-05-01,0.007619392464379593,-0.025272178821888702
2001-05-02,-0.0038819887404714206,-0.0029006838514879173
2001-05-03,-0.011981293079316512,-0.0013714515714884467
2001-05-04,0.02929534600758723,-0.03303060742538735
2001-05-07,0.008236641047743565,0.013095595355203216
2001-05-08,0.0028598527235390247,0.00982564937529371
2001-05-09,0.00884534414456597,-0.010809984975058085
2001-05-10,-0.0061125838446394075,0.02977759553697922
2001-05-11,-0.0112408680780532,-0.02403720994725115
2001-05-14,0.0025482665190627806,-0.01605129386297214
2001-05-15,0.003928867726352247,-0.0012766466826164447
2001-05-16,0.02765956836280219,-0.03442204067946521
2001-05-17,-0.0006994405423885186,-0.0030987023447012984
2001-05-18,-0.0008622677613185359,-0.0037854920346221733
2001-05-21,0.0056242349939131355,-0.051199142805052555
2001-05-22,-0.002371560517992455,0.003496281695087666
2001-05-23,-0.0031155012169116424,0.03425010343590977
2001-05-24,0.006047146016789062,-0.010231747008398618
2001-05-25,-0.0013761851311320128,0.021142637784155573
2001-05-29,0.007139918520509547,0.019640414313180986
2001-05-30,-0.019276660382551512,0.023701362820420846
2001-05-31,0.023885538656850603,-0.009249661916443441
2001-06-01,0.012916094024608017,-0.00647739917671396
2001-06-04,-0.002301160382850631,0.02316708501036564
2001-06-05,0.030044582224435512,-0.009300873530174513
2001-06-06,-0.013181622303243068,0.0163369030678027
2001-06-07,-0.00011673871541941771,-0.02872817441162352
2001-06-08,-0.0023644382095304394,0.025768067963320283
2001-06-11,-0.010428145583415926,0.02330875843873247
2001-06-12,0.001986463979512032,0.004430639669063974
2001-06-13,-0.011217711236426998,0.00880071508865925
2001-06-14,-0.009447511423208054,0.028143440578790025
2001-06-15,0.01389843337443435,0.0018144747862315236
2001-06-18,0.00698610842398536,0.007092927247543779
2001-06-19,-0.017413046756540297,0.04938507157903741
2001-06-20,0.005703938289558785,0.029931343899426133
2001-06-21,0.015414679662671172,-0.015725275571373543
2001-06-22,0.008155103830300825,0.003127897529785639
2001-06-25,-0.014171873140685288,0.026096349280572483
2001-06-26,0.013162251432339378,-0.005505040601655698
2001-06-27,-0.006400031590113519,0.009244148740494151
2001-06-28,0.011079659671126674,0.0019542848628982257
2001-06-29,-0.011844946097549524,-0.03867059977753793
2001-07-02,0.004796535372733701,0.008870001530527905
2001-07-03,0.004052576810126518,-0.004242934387245612
2001-07-05,-0.008646401155788564,0.010827035586550238
2001-07-06,-0.013169202843874605,0.01044531332220674
2001-07-09,0.007110110561735239,-0.007010152483440879
2001-07-10,-0.056348802987620586,0.012275538722626744
2001-07-11,0.0225991064260328,0.0034432763109465414
2001-07-12,0.01675229910289223,0.006150813276969358
2001-07-13,0.011147729094592518,-0.010531088264327948
2001-07-16,-0.0009518612871579179,0.02200792481368887
2001-07-17,0.013426964507010464,-0.017814092029401894
2001-07-18,0.010736564755481359,-0.0012596211669960167
2001-07-19,0.004301834731807763,-0.022411851935096604
2001-07-20,-0.007354643758536572,-0.007542339927014053
2001-07-23,-0.012074169888994379,0.024261943980899613
2001-07-24,-0.025300667593752924,0.018354034950979724
2001-07-25,0.021448202296000564,-0.019690340695473853
2001-07-26,0.014766825197397526,-0.026614466885102238
